City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Dingli,MT,35.8614,14.3822,79.81,78,20,4.61,few clouds
702,Yeppoon,AU,-23.1333,150.7333,58.78,77,3,12.12,clear sky
703,Presque Isle,US,46.6811,-68.0159,76.84,42,0,0.0,clear sky
704,Shebekino,RU,50.4097,36.9136,51.22,51,16,4.47,few clouds
705,Karpathos,GR,35.507,27.2132,75.16,73,20,27.63,few clouds
706,Paris,FR,48.8534,2.3488,65.77,89,100,6.91,light rain
707,Stornoway,GB,58.2093,-6.3865,58.96,93,25,3.44,scattered clouds
708,San Jose,US,37.3394,-121.895,104.92,44,20,5.75,few clouds
709,La Paz,BO,-16.5,-68.15,67.98,14,20,10.36,few clouds
710,Yaring,TH,6.8662,101.3689,77.52,87,100,5.26,heavy intensity rain
711,Tarko-Sale,RU,64.9225,77.785,39.78,94,100,17.22,overcast clouds
712,Ballesteros,PH,18.4126,121.5152,80.22,87,67,3.6,light rain
713,Santa Elena,EC,-2.2333,-80.85,71.15,83,100,16.11,overcast clouds
714,Thinadhoo,MV,0.5333,72.9333,82.8,70,100,15.9,overcast clouds
715,Mwene-Ditu,CD,-7.0,23.45,79.72,38,5,2.37,clear sky
